"","date","year","month","day","maxTemp","minTemp","meanTemp","snoGrnd","precip","wind","site","prop"
"29",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",1,0.432203389830508
"30",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",1,0.331015299026426
"31",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",1,0.127450980392157
"32",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",1,0.086230876216968
"33",2015-08-10,2015,8,10,14.2,4.1,9.2,NA,0,"39",1,0.0375
"34",2015-08-11,2015,8,11,9.4,5.9,7.7,NA,3.2,"76",1,0.198611111111111
"35",2015-08-12,2015,8,12,18.4,8.9,13.7,NA,2,"72",1,0.098159509202454
"36",2015-08-13,2015,8,13,19.5,8.5,14,NA,4.8,"54",1,0.128987517337032
"37",2015-08-14,2015,8,14,16.5,5.7,11.1,NA,0,"33",1,0.14954954954955
"38",2015-06-13,2015,6,13,5.2,-1.4,1.9,2,0,"<31",4,0.956340956340956
"39",2015-06-14,2015,6,14,8.7,0.2,4.5,2,0,"35",4,0.980555555555556
"40",2015-06-15,2015,6,15,7.2,1.1,4.2,2,0.2,"52",4,1
"41",2015-06-16,2015,6,16,8,0,4,2,0,"52",4,0.993055555555556
"42",2015-06-17,2015,6,17,6.8,1.5,4.2,2,3.8,"46",4,1
"43",2015-06-18,2015,6,18,11,0.2,5.6,1,0,"41",4,1
"44",2015-06-19,2015,6,19,9.7,2.3,6,1,0,"48",4,0.995138888888889
"45",2015-06-20,2015,6,20,8.6,-0.6,4,1,0.6,"<31",4,0.998611111111111
"46",2015-06-21,2015,6,21,10,0.9,5.5,1,1.6,"56",4,0.994444444444444
"47",2015-06-22,2015,6,22,9.6,2.1,5.9,1,0,"50",4,0.999305555555556
"48",2015-06-23,2015,6,23,9.9,2.3,6.1,1,0.4,"39",4,1
"49",2015-06-24,2015,6,24,6,1.2,3.6,1,5.2,"41",4,1
"50",2015-06-25,2015,6,25,13.5,1.9,7.7,1,2.2,"65",4,1
"51",2015-06-26,2015,6,26,12.4,3.2,7.8,1,1,"69",4,0.990972222222222
"52",2015-06-27,2015,6,27,9.4,3.3,6.4,1,0.4,"<31",4,0.999305555555556
"53",2015-06-28,2015,6,28,14.1,3.2,8.7,1,0,"43",4,0.998611111111111
"54",2015-06-29,2015,6,29,16.3,4.6,10.5,0,0,"44",4,1
"55",2015-06-30,2015,6,30,17.2,4,10.6,0,NA,"41",4,1
"56",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",4,1
"57",2015-07-06,2015,7,6,15,5.3,10.2,NA,0,"<31",4,0.981504315659679
"58",2015-07-07,2015,7,7,10,4.8,7.4,NA,8.6,"32",4,1
"59",2015-07-08,2015,7,8,12.1,6.1,9.1,NA,16.8,"46",4,1
"60",2015-07-09,2015,7,9,9.3,4.6,7,NA,0.4,"44",4,1
"61",2015-07-10,2015,7,10,12.4,4.2,8.3,NA,4.2,"46",4,1
"62",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",4,1
"63",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",4,0.997916666666667
"64",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",4,0.997916666666667
"65",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",4,0.992361111111111
"66",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",4,0.988194444444444
"67",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",4,0.936805555555556
"68",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",4,0.848958333333333
"69",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",4,0.802395209580838
"70",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",4,0.951456310679612
"71",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",4,0.781073446327684
"72",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",4,0.943134535367545
"73",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",4,0.830790568654646
"74",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",4,0.617198335644938
"75",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",4,0.389280677009873
"76",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",4,0.104311543810848
"77",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",4,0.16504854368932
"78",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",4,0.294289897510981
"79",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",4,0.394444444444444
"80",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",4,0.729805013927577
"81",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",4,0.287709497206704
"82",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",4,0.199722607489598
"83",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",4,0.09985935302391
"84",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",4,0.182555780933063
"85",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",4,0.252427184466019
"86",2015-08-07,2015,8,7,16.8,7.3,12.1,NA,0,"41",4,0.0638002773925104
"87",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",4,0.185236768802228
"88",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",4,0.0166435506241331
"89",2015-06-12,2015,6,12,3.9,-0.8,1.6,2,0,"32",8,0.982102908277405
"90",2015-06-13,2015,6,13,5.2,-1.4,1.9,2,0,"<31",8,0.999305555555556
"91",2015-06-14,2015,6,14,8.7,0.2,4.5,2,0,"35",8,0.999305555555556
"92",2015-06-15,2015,6,15,7.2,1.1,4.2,2,0.2,"52",8,0.992361111111111
"93",2015-06-16,2015,6,16,8,0,4,2,0,"52",8,1
"94",2015-06-17,2015,6,17,6.8,1.5,4.2,2,3.8,"46",8,1
"95",2015-06-18,2015,6,18,11,0.2,5.6,1,0,"41",8,1
"96",2015-06-19,2015,6,19,9.7,2.3,6,1,0,"48",8,1
"97",2015-06-20,2015,6,20,8.6,-0.6,4,1,0.6,"<31",8,1
"98",2015-06-21,2015,6,21,10,0.9,5.5,1,1.6,"56",8,0.991666666666667
"99",2015-06-22,2015,6,22,9.6,2.1,5.9,1,0,"50",8,0.999305555555556
"100",2015-06-23,2015,6,23,9.9,2.3,6.1,1,0.4,"39",8,0.998611111111111
"101",2015-06-24,2015,6,24,6,1.2,3.6,1,5.2,"41",8,1
"102",2015-06-25,2015,6,25,13.5,1.9,7.7,1,2.2,"65",8,1
"103",2015-06-26,2015,6,26,12.4,3.2,7.8,1,1,"69",8,1
"104",2015-06-27,2015,6,27,9.4,3.3,6.4,1,0.4,"<31",8,0.9875
"105",2015-06-28,2015,6,28,14.1,3.2,8.7,1,0,"43",8,0.9875
"106",2015-06-29,2015,6,29,16.3,4.6,10.5,0,0,"44",8,1
"107",2015-06-30,2015,6,30,17.2,4,10.6,0,NA,"41",8,1
"108",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",8,1
"109",2015-07-02,2015,7,2,18.6,2.6,10.6,NA,0,"44",8,1
"110",2015-07-03,2015,7,3,12.1,2.6,7.4,NA,0,"<31",8,1
"111",2015-07-04,2015,7,4,9.4,2.6,6,NA,0,"<31",8,1
"112",2015-07-05,2015,7,5,11.7,1.8,6.8,NA,0,"<31",8,1
"113",2015-07-06,2015,7,6,15,5.3,10.2,NA,0,"<31",8,1
"114",2015-07-07,2015,7,7,10,4.8,7.4,NA,8.6,"32",8,1
"115",2015-07-08,2015,7,8,12.1,6.1,9.1,NA,16.8,"46",8,1
"116",2015-07-09,2015,7,9,9.3,4.6,7,NA,0.4,"44",8,1
"117",2015-07-10,2015,7,10,12.4,4.2,8.3,NA,4.2,"46",8,1
"118",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",8,0.978753541076487
"119",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",8,0.943055555555556
"120",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",8,0.983333333333333
"121",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",8,0.96875
"122",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",8,0.972916666666667
"123",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",8,0.959763313609467
"124",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",8,0.973404255319149
"125",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",8,0.784222737819026
"126",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",8,0.369897959183673
"127",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",8,0.25
"128",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",8,1
"129",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",8,0.977777777777778
"130",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",8,0.71830985915493
"131",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",8,0.679012345679012
"132",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",8,0.5
"133",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",8,0.147651006711409
"134",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",8,0.200310559006211
"135",2015-08-07,2015,8,7,16.8,7.3,12.1,NA,0,"41",8,0.214285714285714
"136",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",8,0.0755208333333333
"137",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",8,0.129485179407176
"138",2015-08-10,2015,8,10,14.2,4.1,9.2,NA,0,"39",8,0.0651872399445215
"139",2015-08-11,2015,8,11,9.4,5.9,7.7,NA,3.2,"76",8,0.120300751879699
"140",2015-06-19,2015,6,19,9.7,2.3,6,1,0,"48",12,0.94888178913738
"141",2015-06-20,2015,6,20,8.6,-0.6,4,1,0.6,"<31",12,0.989583333333333
"142",2015-06-21,2015,6,21,10,0.9,5.5,1,1.6,"56",12,0.989583333333333
"143",2015-06-22,2015,6,22,9.6,2.1,5.9,1,0,"50",12,0.976388888888889
"144",2015-06-23,2015,6,23,9.9,2.3,6.1,1,0.4,"39",12,0.991666666666667
"145",2015-06-24,2015,6,24,6,1.2,3.6,1,5.2,"41",12,0.985416666666667
"146",2015-06-25,2015,6,25,13.5,1.9,7.7,1,2.2,"65",12,0.976388888888889
"147",2015-06-26,2015,6,26,12.4,3.2,7.8,1,1,"69",12,1
"148",2015-06-27,2015,6,27,9.4,3.3,6.4,1,0.4,"<31",12,0.970138888888889
"149",2015-06-28,2015,6,28,14.1,3.2,8.7,1,0,"43",12,0.997222222222222
"150",2015-06-29,2015,6,29,16.3,4.6,10.5,0,0,"44",12,1
"151",2015-06-30,2015,6,30,17.2,4,10.6,0,NA,"41",12,0.979166666666667
"152",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",12,0.996527777777778
"153",2015-07-02,2015,7,2,18.6,2.6,10.6,NA,0,"44",12,1
"154",2015-07-03,2015,7,3,12.1,2.6,7.4,NA,0,"<31",12,0.975
"155",2015-07-04,2015,7,4,9.4,2.6,6,NA,0,"<31",12,0.994444444444444
"156",2015-07-05,2015,7,5,11.7,1.8,6.8,NA,0,"<31",12,0.966325036603221
"157",2015-07-06,2015,7,6,15,5.3,10.2,NA,0,"<31",12,0.96875
"158",2015-07-07,2015,7,7,10,4.8,7.4,NA,8.6,"32",12,0.979166666666667
"159",2015-07-08,2015,7,8,12.1,6.1,9.1,NA,16.8,"46",12,1
"160",2015-07-09,2015,7,9,9.3,4.6,7,NA,0.4,"44",12,1
"161",2015-07-10,2015,7,10,12.4,4.2,8.3,NA,4.2,"46",12,1
"162",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",12,1
"163",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",12,0.989583333333333
"164",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",12,0.989583333333333
"165",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",12,0.979166666666667
"166",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",12,0.947916666666667
"167",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",12,0.870833333333333
"168",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",12,0.922916666666667
"169",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",12,0.989583333333333
"170",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",12,0.89375
"171",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",12,0.914583333333333
"172",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",12,0.921895006402049
"173",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",12,0.854026845637584
"174",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",12,0.855172413793103
"175",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",12,0.774193548387097
"176",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",12,0.722222222222222
"177",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",12,0.615492957746479
"178",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",12,0.328600405679513
"179",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",12,0.357041251778094
"180",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",12,0.245827010622155
"181",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",12,1
"182",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",12,0.920454545454545
"183",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",12,0.284615384615385
"184",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",12,0.0834512022630834
"185",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",12,0.0901525658807212
"186",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",12,0.0399429386590585
"187",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",12,0.061516452074392
"188",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",12,0.0785597381342062
"189",2015-08-07,2015,8,7,16.8,7.3,12.1,NA,0,"41",12,0.106382978723404
"190",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",12,0.0869565217391304
"191",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",12,0.24468085106383
"192",2015-08-10,2015,8,10,14.2,4.1,9.2,NA,0,"39",12,0.194029850746269
"193",2015-08-11,2015,8,11,9.4,5.9,7.7,NA,3.2,"76",12,0.599415204678363
"194",2015-08-12,2015,8,12,18.4,8.9,13.7,NA,2,"72",12,0.777777777777778
"195",2015-06-15,2015,6,15,7.2,1.1,4.2,2,0.2,"52",16,0.727399165507649
"196",2015-06-16,2015,6,16,8,0,4,2,0,"52",16,0.904861111111111
"197",2015-06-17,2015,6,17,6.8,1.5,4.2,2,3.8,"46",16,0.996527777777778
"198",2015-06-18,2015,6,18,11,0.2,5.6,1,0,"41",16,0.997222222222222
"199",2015-06-19,2015,6,19,9.7,2.3,6,1,0,"48",16,0.918653576437588
"200",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",16,0.991341991341991
"201",2015-07-02,2015,7,2,18.6,2.6,10.6,NA,0,"44",16,0.999305555555556
"202",2015-07-03,2015,7,3,12.1,2.6,7.4,NA,0,"<31",16,0.995833333333333
"203",2015-07-04,2015,7,4,9.4,2.6,6,NA,0,"<31",16,0.998611111111111
"204",2015-07-05,2015,7,5,11.7,1.8,6.8,NA,0,"<31",16,0.995138888888889
"205",2015-07-06,2015,7,6,15,5.3,10.2,NA,0,"<31",16,0.943055555555556
"206",2015-07-07,2015,7,7,10,4.8,7.4,NA,8.6,"32",16,0.604861111111111
"207",2015-07-08,2015,7,8,12.1,6.1,9.1,NA,16.8,"46",16,0.240277777777778
"208",2015-07-09,2015,7,9,9.3,4.6,7,NA,0.4,"44",16,0.00763888888888889
"209",2015-07-10,2015,7,10,12.4,4.2,8.3,NA,4.2,"46",16,0
"210",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",16,0
"211",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",16,0
"212",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",16,0
"213",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",16,0.0194444444444444
"214",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",16,0.00142247510668563
"215",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",19,0.991111111111111
"216",2015-07-02,2015,7,2,18.6,2.6,10.6,NA,0,"44",19,0.996527777777778
"217",2015-07-03,2015,7,3,12.1,2.6,7.4,NA,0,"<31",19,0.999305555555556
"218",2015-07-04,2015,7,4,9.4,2.6,6,NA,0,"<31",19,1
"219",2015-07-05,2015,7,5,11.7,1.8,6.8,NA,0,"<31",19,1
"220",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",19,0.993610223642173
"221",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",19,0.998611111111111
"222",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",19,0.996527777777778
"223",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",19,0.998611111111111
"224",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",19,0.997916666666667
"225",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",19,0.998611111111111
"226",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",19,0.996119016817594
"227",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",19,1
"228",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",19,0.998601398601399
"229",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",19,0.974647887323944
"230",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",19,0.990277777777778
"231",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",19,0.941747572815534
"232",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",19,0.918169209431345
"233",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",19,0.718446601941748
"234",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",19,0.707350901525659
"235",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",19,0.492350486787204
"236",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",19,0.947813822284908
"237",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",19,0.507122507122507
"238",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",19,0.0953206239168111
"239",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",19,0.228848821081831
"240",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",19,0.285714285714286
"241",2015-08-07,2015,8,7,16.8,7.3,12.1,NA,0,"41",19,0.289875173370319
"242",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",19,0.27877947295423
"243",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",19,0.0847222222222222
"244",2015-08-10,2015,8,10,14.2,4.1,9.2,NA,0,"39",19,0.0804438280166436
"245",2015-08-11,2015,8,11,9.4,5.9,7.7,NA,3.2,"76",19,0.206657420249653
"246",2015-08-12,2015,8,12,18.4,8.9,13.7,NA,2,"72",19,0.230235783633842
"247",2015-08-13,2015,8,13,19.5,8.5,14,NA,4.8,"54",19,0.248266296809986
"248",2015-08-14,2015,8,14,16.5,5.7,11.1,NA,0,"33",19,0.013869625520111
"249",2015-08-15,2015,8,15,16,6.8,11.4,NA,0,"52",19,0.0194174757281553
"250",2015-08-16,2015,8,16,19,5.6,12.3,NA,0.8,"41",19,0.0208044382801664
"251",2015-08-17,2015,8,17,12.6,6.5,9.6,NA,10,"43",19,0.0416088765603329
"252",2015-08-18,2015,8,18,11.9,4.7,8.3,NA,0.6,"48",19,0.0277777777777778
"253",2015-06-30,2015,6,30,17.2,4,10.6,0,NA,"41",20,0.992438563327032
"254",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",20,0.999305555555556
"255",2015-07-02,2015,7,2,18.6,2.6,10.6,NA,0,"44",20,0.992361111111111
"256",2015-07-03,2015,7,3,12.1,2.6,7.4,NA,0,"<31",20,0.9875
"257",2015-07-04,2015,7,4,9.4,2.6,6,NA,0,"<31",20,0.998611111111111
"258",2015-07-05,2015,7,5,11.7,1.8,6.8,NA,0,"<31",20,0.999305555555556
"259",2015-07-06,2015,7,6,15,5.3,10.2,NA,0,"<31",20,1
"260",2015-07-09,2015,7,9,9.3,4.6,7,NA,0.4,"44",20,0.979527559055118
"261",2015-07-10,2015,7,10,12.4,4.2,8.3,NA,4.2,"46",20,0.993055555555556
"262",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",20,0.999305555555556
"263",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",20,0.985416666666667
"264",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",20,0.988194444444444
"265",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",20,0.999305555555556
"266",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",20,1
"267",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",20,0.958083832335329
"268",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",20,0.991678224687933
"269",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",20,0.993045897079277
"270",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",20,0.341379310344828
"271",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",20,0.765603328710125
"272",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",20,0.690707350901526
"273",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",20,0.955244755244755
"274",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",20,0.958333333333333
"275",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",20,0.827777777777778
"276",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",20,0.457697642163662
"277",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",20,0.285714285714286
"278",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",20,0.155555555555556
"279",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",20,0.0443828016643551
"280",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",20,0.107981220657277
"281",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",20,0.524886877828054
"282",2015-08-10,2015,8,10,14.2,4.1,9.2,NA,0,"39",20,0.23968253968254
"283",2015-08-11,2015,8,11,9.4,5.9,7.7,NA,3.2,"76",20,0.393996247654784
"284",2015-08-12,2015,8,12,18.4,8.9,13.7,NA,2,"72",20,0.518
"285",2015-06-15,2015,6,15,7.2,1.1,4.2,2,0.2,"52",28,0.95959595959596
"286",2015-06-16,2015,6,16,8,0,4,2,0,"52",28,0.997916666666667
"287",2015-06-17,2015,6,17,6.8,1.5,4.2,2,3.8,"46",28,0.995138888888889
"288",2015-06-18,2015,6,18,11,0.2,5.6,1,0,"41",28,0.977083333333333
"289",2015-06-19,2015,6,19,9.7,2.3,6,1,0,"48",28,0.999305555555556
"290",2015-06-20,2015,6,20,8.6,-0.6,4,1,0.6,"<31",28,0.998611111111111
"291",2015-06-21,2015,6,21,10,0.9,5.5,1,1.6,"56",28,1
"292",2015-06-22,2015,6,22,9.6,2.1,5.9,1,0,"50",28,0.824305555555556
"293",2015-06-23,2015,6,23,9.9,2.3,6.1,1,0.4,"39",28,1
"294",2015-06-24,2015,6,24,6,1.2,3.6,1,5.2,"41",28,0.999305555555556
"295",2015-06-25,2015,6,25,13.5,1.9,7.7,1,2.2,"65",28,0.983333333333333
"296",2015-06-26,2015,6,26,12.4,3.2,7.8,1,1,"69",28,0.999305555555556
"297",2015-06-27,2015,6,27,9.4,3.3,6.4,1,0.4,"<31",28,0.9625
"298",2015-06-28,2015,6,28,14.1,3.2,8.7,1,0,"43",28,0.468085106382979
"299",2015-06-29,2015,6,29,16.3,4.6,10.5,0,0,"44",28,0
"300",2015-06-30,2015,6,30,17.2,4,10.6,0,NA,"41",28,0
"301",2015-07-01,2015,7,1,18.3,6.8,12.6,NA,0,"<31",28,0
"302",2015-06-26,2015,6,26,12.4,3.2,7.8,1,1,"69",33,1
"303",2015-06-27,2015,6,27,9.4,3.3,6.4,1,0.4,"<31",33,0.995833333333333
