"","date","year","month","day","maxTemp","minTemp","meanTemp","snoGrnd","precip","wind","site","prop"
"312",2016-07-07,2016,7,7,18,4.8,11.4,NA,0,"<31",30,0.995717344753747
"313",2016-07-08,2016,7,8,24.1,9.5,16.8,NA,0,"<31",30,0.997226074895978
"314",2016-07-09,2016,7,9,24.3,12.5,18.4,NA,0,"<31",30,0.995839112343967
"315",2016-07-10,2016,7,10,20.7,12.4,16.6,NA,0,"33",30,1
"316",2016-07-11,2016,7,11,19.7,9.8,14.8,NA,0,"33",30,1
"317",2016-07-16,2016,7,16,12.7,7,9.9,NA,0,"50",30,0.96094839609484
"318",2016-07-17,2016,7,17,16.1,7.8,12,NA,0.6,"59",30,0.980309423347398
"319",2016-07-18,2016,7,18,18.2,9.1,13.7,NA,5.4,"46",30,0.866295264623955
"320",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",30,0.684950773558369
"321",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",30,0.65
"322",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",30,0.682857142857143
"323",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",30,1
"324",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",30,0.798913043478261
"325",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",30,0.439024390243902
"326",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",30,1
"327",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",30,0.950819672131147
"328",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",30,0.811688311688312
"329",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",30,0.163265306122449
"330",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",30,0.159440559440559
"331",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",30,0.0555555555555556
"332",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",30,0.137996219281664
"333",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",30,0.0766016713091922
"334",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",30,0.150375939849624
"335",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",30,0.0368852459016393
"336",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,30,0.200557103064067
"337",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",30,0.00946372239747634
"338",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",30,0.258790436005626
"339",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",30,0.15061295971979
"340",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",30,0.226074895977809
"341",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",30,0.00851063829787234
"342",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",30,0.0332640332640333
"343",2016-06-15,2016,6,15,6.7,1.4,4.1,3,0,"43",31,0.995983935742972
"344",2016-06-16,2016,6,16,5.2,1.8,3.5,2,0,"41",31,0.987012987012987
"345",2016-06-17,2016,6,17,8.1,2.5,5.3,2,0,"85",31,1
"346",2016-06-18,2016,6,18,7.1,2.5,4.8,2,0,"87",31,1
"347",2016-06-19,2016,6,19,8.9,1.5,5.2,1,0.4,"67",31,0.983050847457627
"348",2016-06-20,2016,6,20,10.7,1.1,5.9,NA,0,"43",31,0.836065573770492
"349",2016-06-21,2016,6,21,11.1,4.4,7.8,NA,0,"<31",31,1
"350",2016-06-22,2016,6,22,12.5,6.9,9.7,NA,7,"<31",31,1
"351",2016-06-23,2016,6,23,15.5,6.6,11.1,NA,0,"37",31,0.857142857142857
"352",2016-06-24,2016,6,24,15.5,3.9,9.7,NA,0,"44",31,1
"353",2016-06-25,2016,6,25,12.5,3.8,8.2,NA,0,"39",31,1
"354",2016-06-26,2016,6,26,21.5,4.3,12.9,NA,0,"48",31,1
"355",2016-06-27,2016,6,27,14.2,4.3,9.3,NA,8.2,"33",31,1
"356",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",31,1
"357",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",31,1
"358",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",31,0.986933128362798
"359",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",31,0.991978609625668
"360",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",31,0.993808049535604
"361",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",31,1
"362",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",31,1
"363",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",31,0.980392156862745
"364",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",31,0.577613516367476
"365",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",31,0.980582524271845
"366",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",31,0.679012345679012
"367",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",31,0.66046511627907
"368",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",31,0.516393442622951
"369",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",31,0.407407407407407
"370",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,31,0.991111111111111
"371",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",31,0.429553264604811
"372",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",31,0.235236220472441
"373",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",31,0.160161507402423
"374",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",31,0.563549160671463
"375",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",31,0.706896551724138
"376",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",31,0.306122448979592
"377",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",31,0.212612612612613
"378",2016-08-12,2016,8,12,17.3,9.4,13.4,NA,0,"32",31,0.357062146892655
"379",2016-08-13,2016,8,13,13.4,8.6,11,NA,0,"<31",31,0.0623582766439909
"380",2016-08-14,2016,8,14,17,8,12.5,NA,0,"30",31,0.0378787878787879
"381",2016-08-15,2016,8,15,16,7.9,12,NA,0,"<31",31,0.0509433962264151
"382",2016-08-16,2016,8,16,13.6,7.1,10.4,NA,0,"32",31,0.0016750418760469
"383",2016-08-17,2016,8,17,13.6,6.2,9.9,NA,0,"33",31,0
"384",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",35,0.24114671163575
"385",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",35,0.258379888268156
"386",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",35,0.102635228848821
"387",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",35,0.120833333333333
"388",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",35,0.0406162464985994
"389",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",35,0.0125391849529781
"390",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",37,0.964467005076142
"391",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",37,0.664864864864865
"392",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",37,0.450310559006211
"393",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",37,0.197916666666667
"394",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",37,0.0993055555555555
"395",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",37,0.236209335219236
"396",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",37,0.0762032085561497
"397",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",37,0.260869565217391
"398",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",37,0.200231481481481
"399",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",37,0.110451306413302
"400",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,37,0.11038961038961
"401",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",37,0.0977734753146176
"402",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",37,0.218923933209648
"403",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",37,0.132183908045977
"404",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",37,0.169781931464174
"405",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",37,0.0649350649350649
"406",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",37,0.130606860158311
"407",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",37,0.283849918433931
"408",2016-08-12,2016,8,12,17.3,9.4,13.4,NA,0,"32",37,0.475128644939966
"409",2016-08-13,2016,8,13,13.4,8.6,11,NA,0,"<31",37,0.614035087719298
"410",2016-07-06,2016,7,6,10.9,5,8,NA,0,"33",41,0.993670886075949
"411",2016-07-07,2016,7,7,18,4.8,11.4,NA,0,"<31",41,1
"412",2016-07-08,2016,7,8,24.1,9.5,16.8,NA,0,"<31",41,1
"413",2016-07-09,2016,7,9,24.3,12.5,18.4,NA,0,"<31",41,1
"414",2016-07-10,2016,7,10,20.7,12.4,16.6,NA,0,"33",41,1
"415",2016-07-11,2016,7,11,19.7,9.8,14.8,NA,0,"33",41,1
"416",2016-07-12,2016,7,12,18.8,7.7,13.3,NA,0,"30",41,1
"417",2016-07-13,2016,7,13,16.5,8,12.3,NA,0,"37",41,0.99876390605686
"418",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",41,0.946587537091988
"419",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",41,0.997222222222222
"420",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",41,0.936805555555556
"421",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",41,0.978472222222222
"422",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",41,0.974311926605505
"423",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",41,0.934647302904564
"424",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",41,0.9689557855127
"425",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",41,0.385382059800664
"426",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",41,0.308333333333333
"427",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",41,0.231069476971116
"428",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,41,0.642361111111111
"429",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",41,0.521367521367521
"430",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",41,0.350434782608696
"431",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",41,0.384722222222222
"432",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",41,0.365972222222222
"433",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",41,0.103166496424923
"434",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",41,0.229152067274001
"435",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",41,0.234027777777778
"436",2016-08-12,2016,8,12,17.3,9.4,13.4,NA,0,"32",41,0.103980503655565
"437",2016-08-13,2016,8,13,13.4,8.6,11,NA,0,"<31",41,0.27431906614786
"438",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",42,0.969498910675381
"439",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",42,0.998611111111111
"440",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",42,0.961165048543689
"441",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",42,0.952380952380952
"442",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",42,0.832177531206657
"443",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",42,0.668055555555556
"444",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",42,0.932394366197183
"445",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",42,0.759776536312849
"446",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",42,0.760778859527121
"447",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",42,0.199442119944212
"448",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",42,0.21557719054242
"449",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",42,0.209497206703911
"450",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",42,0.298611111111111
"451",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",42,0.484777517564403
"452",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",42,0.862068965517241
"453",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",42,1
"454",2016-06-12,2016,6,12,9.4,2.3,5.9,3,0,"33",47,0.989583333333333
"455",2016-06-13,2016,6,13,4.1,1,2.6,3,0,"41",47,0.995215311004785
"456",2016-06-15,2016,6,15,6.7,1.4,4.1,3,0,"43",47,1
"457",2016-06-17,2016,6,17,8.1,2.5,5.3,2,0,"85",47,1
"458",2016-06-18,2016,6,18,7.1,2.5,4.8,2,0,"87",47,1
"459",2016-06-22,2016,6,22,12.5,6.9,9.7,NA,7,"<31",47,1
"460",2016-06-23,2016,6,23,15.5,6.6,11.1,NA,0,"37",53,1
"461",2016-06-24,2016,6,24,15.5,3.9,9.7,NA,0,"44",53,1
"462",2016-06-25,2016,6,25,12.5,3.8,8.2,NA,0,"39",53,1
"463",2016-06-26,2016,6,26,21.5,4.3,12.9,NA,0,"48",53,1
"464",2016-06-27,2016,6,27,14.2,4.3,9.3,NA,8.2,"33",53,0.998601398601399
"465",2016-06-28,2016,6,28,9.5,2.9,6.2,NA,0,"33",53,1
"466",2016-06-29,2016,6,29,23,3.1,13.1,NA,0,"35",53,1
"467",2016-07-07,2016,7,7,18,4.8,11.4,NA,0,"<31",53,1
"468",2016-07-08,2016,7,8,24.1,9.5,16.8,NA,0,"<31",53,1
"469",2016-07-09,2016,7,9,24.3,12.5,18.4,NA,0,"<31",53,1
"470",2016-07-10,2016,7,10,20.7,12.4,16.6,NA,0,"33",53,1
"471",2016-07-11,2016,7,11,19.7,9.8,14.8,NA,0,"33",53,1
"472",2016-07-16,2016,7,16,12.7,7,9.9,NA,0,"50",53,0.948717948717949
"473",2016-07-17,2016,7,17,16.1,7.8,12,NA,0.6,"59",53,0.933333333333333
"474",2016-07-18,2016,7,18,18.2,9.1,13.7,NA,5.4,"46",53,0.966712898751734
"475",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",53,0.911267605633803
"476",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",53,0.65546218487395
"477",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",53,0.123893805309735
"478",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",53,0.482758620689655
"479",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",53,0.204188481675393
"480",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",53,0.0204081632653061
"481",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",53,0.199608610567515
"482",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",53,0.11791730474732
"483",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",53,0.267387944358578
"484",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",53,0.0735502121640736
"485",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",53,0.0152777777777778
"486",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",53,0.197019867549669
"487",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",53,0.135391923990499
"488",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",53,0.325581395348837
"489",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",53,0.303201506591337
"490",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,53,0.255274261603376
"491",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",53,0.094311377245509
"492",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",53,0.117891816920943
"493",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",53,0.0763888888888889
"494",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",53,0.106796116504854
"495",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",53,0.115277777777778
"496",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",53,0.0762829403606103
"497",2016-06-09,2016,6,9,10.9,-1.5,4.7,5,0,"<31",58,0.989690721649485
"498",2016-06-10,2016,6,10,11,0.8,5.9,4,0,"<31",58,0.757207890743551
"499",2016-06-11,2016,6,11,11.2,3.5,7.4,3,0,"39",58,0.747572815533981
"500",2016-06-12,2016,6,12,9.4,2.3,5.9,3,0,"33",58,0.765166340508806
"501",2016-06-13,2016,6,13,4.1,1,2.6,3,0,"41",58,0.969230769230769
"502",2016-06-14,2016,6,14,6.4,1.1,3.8,3,0,"48",58,1
"503",2016-06-15,2016,6,15,6.7,1.4,4.1,3,0,"43",58,1
"504",2016-06-16,2016,6,16,5.2,1.8,3.5,2,0,"41",58,0.963788300835655
"505",2016-06-17,2016,6,17,8.1,2.5,5.3,2,0,"85",58,0.987377279102384
"506",2016-06-18,2016,6,18,7.1,2.5,4.8,2,0,"87",58,0.985804416403785
"507",2016-06-19,2016,6,19,8.9,1.5,5.2,1,0.4,"67",58,0.995633187772926
"508",2016-06-20,2016,6,20,10.7,1.1,5.9,NA,0,"43",58,1
"509",2016-06-25,2016,6,25,12.5,3.8,8.2,NA,0,"39",58,0.975778546712803
"510",2016-06-26,2016,6,26,21.5,4.3,12.9,NA,0,"48",58,0.989510489510489
"511",2016-06-28,2016,6,28,9.5,2.9,6.2,NA,0,"33",58,0.995327102803738
"512",2016-06-29,2016,6,29,23,3.1,13.1,NA,0,"35",58,1
"513",2016-06-30,2016,6,30,19.9,10,15,NA,1,"32",58,0.905686546463246
"514",2016-07-01,2016,7,1,21.9,9.2,15.6,NA,0,"33",58,0.976256983240223
"515",2016-07-02,2016,7,2,16.9,7.3,12.1,NA,0,"39",58,1
"516",2016-07-03,2016,7,3,14.9,6.1,10.5,NA,0,"30",58,1
"517",2016-07-04,2016,7,4,11.8,6,8.9,NA,4.6,"37",58,0.992990654205608
"518",2016-07-05,2016,7,5,8.6,5,6.8,NA,0,"37",58,1
"519",2016-07-06,2016,7,6,10.9,5,8,NA,0,"33",58,1
"520",2016-07-07,2016,7,7,18,4.8,11.4,NA,0,"<31",58,1
"521",2016-07-08,2016,7,8,24.1,9.5,16.8,NA,0,"<31",58,1
"522",2016-07-09,2016,7,9,24.3,12.5,18.4,NA,0,"<31",58,0.980555555555556
"523",2016-07-10,2016,7,10,20.7,12.4,16.6,NA,0,"33",58,0.998613037447989
"524",2016-07-11,2016,7,11,19.7,9.8,14.8,NA,0,"33",58,0.9957805907173
"525",2016-07-12,2016,7,12,18.8,7.7,13.3,NA,0,"30",58,0.98186889818689
"526",2016-07-13,2016,7,13,16.5,8,12.3,NA,0,"37",58,0.997218358831711
"527",2016-07-14,2016,7,14,19.9,9.7,14.8,NA,0.2,"32",58,1
"528",2016-07-15,2016,7,15,18.6,7.4,13,NA,0.2,"74",58,0.990168539325843
"529",2016-07-16,2016,7,16,12.7,7,9.9,NA,0,"50",58,0.993055555555556
"530",2016-07-17,2016,7,17,16.1,7.8,12,NA,0.6,"59",58,0.988732394366197
"531",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",58,1
"532",2016-07-21,2016,7,21,15.2,6,10.6,NA,0,"41",58,1
"533",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",58,0.998611111111111
"534",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",58,0.995833333333333
"535",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",58,0.979195561719834
"536",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",58,0.95955369595537
"537",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",58,0.816920943134535
"538",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",58,0.897364771151179
"539",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",58,0.876560332871013
"540",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",58,0.801120448179272
"541",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",58,0.481894150417827
"542",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",58,0.552011095700416
"543",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",58,0.614424410540915
"544",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",58,0.640056022408964
"545",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",58,0.509015256588072
"546",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,58,0.654596100278552
"547",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",58,0.675487465181059
"548",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",58,0.319001386962552
"549",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",58,0.23643949930459
"550",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",58,0.37134909596662
"551",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",58,0.0278940027894003
"552",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",58,0.232876712328767
"553",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",58,0.47009735744089
"554",2016-08-12,2016,8,12,17.3,9.4,13.4,NA,0,"32",58,0.348127600554785
"555",2016-08-13,2016,8,13,13.4,8.6,11,NA,0,"<31",58,0.231622746185853
"556",2016-08-14,2016,8,14,17,8,12.5,NA,0,"30",58,0.0455235204855842
"557",2016-08-15,2016,8,15,16,7.9,12,NA,0,"<31",58,0.0182841068917018
"558",2016-08-16,2016,8,16,13.6,7.1,10.4,NA,0,"32",58,0.0335820895522388
"559",2016-08-17,2016,8,17,13.6,6.2,9.9,NA,0,"33",58,0.0689127105666156
"560",2016-08-18,2016,8,18,12.8,8.1,10.5,NA,0,"37",58,0.0275650842266462
"561",2016-08-19,2016,8,19,10.9,6.3,8.6,NA,0.5,"69",58,0.210084033613445
"562",2016-08-20,2016,8,20,14.3,6.2,10.3,NA,0.7,"63",58,0.447887323943662
"563",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",59,0.988636363636364
"564",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",59,0.976689976689977
"565",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",59,0.918055555555556
"566",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",59,0.963669391462307
"567",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",59,0.778115501519757
"568",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",59,0.739514348785872
"569",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",59,0.539583333333333
"570",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",59,0.317972350230415
"571",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",59,0.189516129032258
"572",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",59,0.26969696969697
"573",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",59,0.228947368421053
"574",2016-08-02,2016,8,2,12.8,8.8,10.8,NA,3.4,"48",59,0.312985571587125
"575",2016-08-03,2016,8,3,13.8,10,11.9,NA,1.8,"41",59,0.349748743718593
"576",2016-08-04,2016,8,4,NA,11.5,NA,NA,NA,NA,59,0.358614232209738
"577",2016-08-05,2016,8,5,14.5,8.1,11.3,NA,0,"57",59,0.324305555555556
"578",2016-08-06,2016,8,6,11.7,5.8,8.8,NA,0.4,"54",59,0.225466342254663
"579",2016-08-07,2016,8,7,8.3,3.4,5.9,NA,0.4,"39",59,0.0497000856898029
"580",2016-08-08,2016,8,8,9.4,3.9,6.7,NA,0,"35",59,0.140103780578206
"581",2016-08-09,2016,8,9,15,7.8,11.4,NA,0,"63",59,0.154861111111111
"582",2016-08-10,2016,8,10,18.4,9.2,13.8,NA,0,"56",59,0.209722222222222
"583",2016-08-11,2016,8,11,19.9,8.3,14.1,NA,0,"<31",59,0.0631944444444444
"584",2016-08-12,2016,8,12,17.3,9.4,13.4,NA,0,"32",59,0.05
"585",2016-08-13,2016,8,13,13.4,8.6,11,NA,0,"<31",59,0.0451388888888889
"586",2016-08-14,2016,8,14,17,8,12.5,NA,0,"30",59,0.0252100840336134
"587",2016-06-11,2016,6,11,11.2,3.5,7.4,3,0,"39",63,0.927125506072874
"588",2016-06-12,2016,6,12,9.4,2.3,5.9,3,0,"33",63,1
"589",2016-06-13,2016,6,13,4.1,1,2.6,3,0,"41",63,1
"590",2016-06-14,2016,6,14,6.4,1.1,3.8,3,0,"48",63,1
"591",2016-06-15,2016,6,15,6.7,1.4,4.1,3,0,"43",63,1
"592",2016-07-08,2016,7,8,24.1,9.5,16.8,NA,0,"<31",63,0.997854077253219
"593",2016-07-09,2016,7,9,24.3,12.5,18.4,NA,0,"<31",63,1
"594",2016-07-10,2016,7,10,20.7,12.4,16.6,NA,0,"33",63,1
"595",2016-07-12,2016,7,12,18.8,7.7,13.3,NA,0,"30",63,0.993723849372385
"596",2016-07-13,2016,7,13,16.5,8,12.3,NA,0,"37",63,1
"597",2016-07-14,2016,7,14,19.9,9.7,14.8,NA,0.2,"32",63,0.991678224687933
"598",2016-07-15,2016,7,15,18.6,7.4,13,NA,0.2,"74",63,0.966712898751734
"599",2016-07-16,2016,7,16,12.7,7,9.9,NA,0,"50",63,0.897364771151179
"600",2016-07-17,2016,7,17,16.1,7.8,12,NA,0.6,"59",63,0.862019914651494
"601",2016-07-18,2016,7,18,18.2,9.1,13.7,NA,5.4,"46",63,0.87378640776699
"602",2016-07-19,2016,7,19,17.4,9.1,13.3,NA,0.6,"<31",63,0.729542302357836
"603",2016-07-20,2016,7,20,17.3,7.9,12.6,NA,0,"<31",63,0.471567267683773
"604",2016-07-22,2016,7,22,14.7,7.5,11.1,NA,8.6,"56",63,0.384353741496599
"605",2016-07-23,2016,7,23,13.9,7.7,10.8,NA,2.6,"43",63,0.470833333333333
"606",2016-07-24,2016,7,24,16.3,5.8,11.1,NA,0,"<31",63,0.574408901251738
"607",2016-07-25,2016,7,25,9.1,5.6,7.4,NA,0.4,"<31",63,0.321775312066574
"608",2016-07-26,2016,7,26,17.5,8.2,12.9,NA,0.6,"35",63,0.104022191400832
"609",2016-07-27,2016,7,27,13,6.9,10,NA,0.4,"<31",63,0.134722222222222
"610",2016-07-28,2016,7,28,17.6,8.9,13.3,NA,0.2,"<31",63,0.0998613037447989
"611",2016-07-29,2016,7,29,18.1,9.8,14,NA,0,"33",63,0.0443828016643551
"612",2016-07-30,2016,7,30,17.6,8,12.8,NA,0,"32",63,0.0486111111111111
"613",2016-07-31,2016,7,31,12.5,5.5,9,NA,0,"33",63,0.15
"614",2016-08-01,2016,8,1,10.2,8.3,9.3,NA,0,"43",63,0.242718446601942
