"","date","year","month","day","maxTemp","minTemp","meanTemp","snoGrnd","precip","wind","site","prop","yday","b_size","b_weight","b_age","trt"
"19",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",119,0.992361111111111,200,2,76.2503623188406,2,0
"20",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",119,0.992361111111111,200,2,76.2503623188406,2,1
"21",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",119,0.99468085106383,201,2,91.4869565217391,3,0
"22",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",119,0.99468085106383,201,2,91.4869565217391,3,1
"23",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",119,0.994638069705094,202,2,112.217391304348,4,0
"24",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",119,0.994638069705094,202,2,112.217391304348,4,1
"25",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",119,0.977083333333333,203,2,145.429606625259,5,0
"26",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",119,0.977083333333333,203,2,145.429606625259,5,1
"27",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",119,0.989583333333333,204,2,194.823809523809,6,0
"28",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",119,0.989583333333333,204,2,194.823809523809,6,1
"29",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",119,0.992361111111111,205,2,242.441025641025,7,0
"30",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",119,0.992361111111111,205,2,242.441025641025,7,1
"31",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",119,0.983333333333333,206,2,286.236263736263,8,0
"32",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",119,0.983333333333333,206,2,286.236263736263,8,1
"33",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",119,0.852459016393443,207,2,345.772321428571,9,0
"34",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",119,0.852459016393443,207,2,345.772321428571,9,1
"35",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",119,0.906116642958748,208,2,412.64862804878,10,0
"36",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",119,0.906116642958748,208,2,412.64862804878,10,1
"37",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",119,0.944444444444444,209,2,495.74237804878,11,0
"38",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",119,0.944444444444444,209,2,495.74237804878,11,1
"39",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",119,0.674647887323944,210,2,574.028409090909,12,0
"40",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",119,0.674647887323944,210,2,574.028409090909,12,1
"41",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",119,0.772980501392758,211,2,625.83164983165,13,0
"42",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",119,0.772980501392758,211,2,625.83164983165,13,1
"43",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",119,0.870653685674548,212,2,696.274074074074,14,0
"44",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",119,0.870653685674548,212,2,696.274074074074,14,1
"45",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",119,0.913888888888889,213,2,769.30606060606,15,0
"46",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",119,0.913888888888889,213,2,769.30606060606,15,1
"47",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",119,0.670375521557719,214,2,841.058441558441,16,0
"48",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",119,0.670375521557719,214,2,841.058441558441,16,1
"49",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",119,0.321279554937413,215,2,954.579831932773,17,0
"50",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",119,0.321279554937413,215,2,954.579831932773,17,1
"51",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",119,0.268055555555556,216,2,1035.41911764706,18,0
"52",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",119,0.268055555555556,216,2,1035.41911764706,18,1
"53",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",119,0.291228070175439,217,2,1061.68055555556,19,0
"54",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",119,0.291228070175439,217,2,1061.68055555556,19,1
"55",2015-07-11,2015,7,11,15.2,4.2,9.7,NA,0,"<31",12,1,192,2,72.4833333333334,1,1
"56",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",12,0.985416666666667,193,3,116.259057971014,2,1
"57",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",12,0.986111111111111,194,3,142.965217391304,3,1
"58",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",12,0.979166666666667,195,3,172.95652173913,4,1
"59",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",12,0.958333333333333,196,3,230.120082815735,5,1
"60",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",12,0.861805555555556,197,3,304.957142857142,6,1
"61",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",12,0.935416666666667,198,3,374.748717948717,7,1
"62",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",12,0.981944444444444,199,3,440.164835164834,8,1
"63",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",12,0.899305555555556,200,3,537.616071428571,9,1
"64",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",12,0.90625,201,3,633.45350609756,10,1
"65",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",12,0.928297055057618,202,3,770.67987804878,11,1
"66",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",12,0.827181208053691,203,3,873.119318181818,12,1
"67",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",12,0.860344827586207,204,3,952.572390572391,13,1
"68",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",12,0.919354838709677,205,3,1065.80740740741,14,1
"69",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",12,0.697712418300654,206,3,1169.07878787879,15,1
"70",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",12,0.679324894514768,207,3,1282.34415584416,16,1
"71",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",12,0.392712550607287,208,3,1467.87394957983,17,1
"72",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",12,0.362215909090909,209,3,1557.54411764706,18,1
"73",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",12,0.242792109256449,210,3,1601.23611111111,19,1
"74",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",130,0.997222222222222,195,3,108.725,1,1
"75",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",130,0.995833333333333,196,3,120.026086956522,2,1
"76",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",130,1,197,4,190.676449275362,3,1
"77",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",130,0.976645435244161,198,4,222.226086956522,4,1
"78",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",130,1,199,4,305.549689440994,5,1
"79",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",130,0.988888888888889,200,4,391.139130434782,6,1
"80",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",130,0.996810207336523,201,4,481.613553113552,7,1
"81",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",130,0.966620305980529,202,3,550.298168498167,8,1
"82",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",130,0.983333333333333,203,3,648.302884615384,9,1
"83",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",130,0.959722222222222,204,3,727.846019833823,10,1
"84",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",130,0.991655076495132,205,3,874.026442307692,11,1
"85",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",130,0.993273542600897,206,3,951.29438853829,12,1
"86",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",130,0.616858237547893,208,3,1170.46526806527,14,1
"87",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",130,0.592747559274756,209,3,1258.59388759389,15,1
"88",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",130,0.577777777777778,210,3,1384.41245421245,16,1
"89",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",130,0.155988857938719,211,3,1558.66865487454,17,1
"90",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",130,0.349162011173184,212,3,1617.84340659341,18,1
"91",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",130,0.910891089108911,213,3,1724.71292106586,19,1
"92",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",19,0.994444444444444,203,4,144.966666666667,1,0
"93",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",19,0.987412587412587,204,4,160.034782608696,2,0
"94",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",19,0.984485190409027,205,4,205.913043478261,3,0
"95",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",19,0.986111111111111,206,4,242.95652173913,4,0
"96",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",19,0.931944444444444,207,4,338.761904761905,5,0
"97",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",19,0.893055555555556,208,4,440.533333333332,6,0
"98",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",19,0.713888888888889,209,4,529.230769230768,7,0
"99",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",19,0.686111111111111,210,4,615.714285714284,8,0
"100",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",19,0.504867872044506,211,4,767.375,9,0
"101",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",19,0.949295774647887,212,4,883.21951219512,10,0
"102",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",19,0.500713266761769,213,4,1099.75,11,0
"103",2015-08-04,2015,8,4,11.2,7.5,9.4,NA,0,"<31",19,0.100694444444444,216,4,1478.13333333333,14,0
"104",2015-08-05,2015,8,5,16.4,7.8,12.1,NA,0,"32",19,0.227777777777778,217,4,1599.09090909091,15,0
"105",2015-08-06,2015,8,6,20.9,8.4,14.7,NA,0,"35",19,0.306944444444444,218,3,1723.62987012987,16,0
"106",2015-08-07,2015,8,7,16.8,7.3,12.1,NA,0,"41",19,0.295833333333333,219,3,1939.6550802139,17,0
"107",2015-08-08,2015,8,8,13,6.4,9.7,NA,0,"37",19,0.286111111111111,220,3,1966.14772727273,18,0
"108",2015-08-09,2015,8,9,12.8,5.2,9,NA,0,"39",19,0.0861111111111111,221,3,2018.43939393939,19,0
"109",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",20,1,196,2,72.4833333333334,1,1
"110",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",20,1,198,3,142.965217391304,3,1
"111",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",20,0.998609179415855,199,3,172.95652173913,4,1
"112",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",20,0.997214484679666,200,3,230.120082815735,5,1
"113",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",20,1,201,3,304.957142857142,6,1
"114",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",20,0.987430167597765,202,3,374.748717948717,7,1
"115",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",20,0.976388888888889,203,3,440.164835164834,8,1
"116",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",20,0.991666666666667,204,3,537.616071428571,9,1
"117",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",20,0.993045897079277,205,3,633.45350609756,10,1
"118",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",20,0.337931034482759,209,3,1065.80740740741,14,1
"119",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",20,0.752777777777778,210,3,1169.07878787879,15,1
"120",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",20,0.708333333333333,211,3,1282.34415584416,16,1
"121",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",20,0.950980392156863,212,3,1467.87394957983,17,1
"122",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",20,0.9664,213,3,1557.54411764706,18,1
"123",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",20,0.8625,214,3,1601.23611111111,19,1
"124",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",33,0.996527777777778,195,2,72.4833333333334,1,1
"125",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",33,0.995391705069124,196,2,80.0173913043478,2,1
"126",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",33,0.991758241758242,198,2,121.478260869565,4,1
"127",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",33,0.990972222222222,199,2,169.380952380952,5,1
"128",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",33,0.989583333333333,200,2,220.266666666666,6,1
"129",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",33,0.986111111111111,201,2,264.615384615384,7,1
"130",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",33,0.947368421052632,202,2,307.857142857142,8,1
"131",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",33,0.922382671480144,203,2,383.6875,9,1
"132",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",33,0.988888888888889,204,2,441.60975609756,10,1
"133",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",33,0.988873435326843,205,2,549.875,11,1
"134",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",33,0.939866369710468,206,2,598.181818181818,12,1
"135",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",33,0.247222222222222,208,2,739.066666666666,14,1
"136",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",33,0.319444444444444,209,2,799.545454545454,15,1
"137",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",33,0.35,210,2,882.571428571428,16,1
"138",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",35,1,200,3,108.725,1,0
"139",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",35,1,201,3,120.026086956522,2,0
"140",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",35,0.991666666666667,203,4,222.226086956522,4,0
"141",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",35,0.995356037151703,204,4,305.549689440994,5,0
"142",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",35,1,209,2,612.482219865676,10,0
"143",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",39,0.999305555555556,196,2,72.4833333333334,1,0
"144",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",39,0.998717948717949,197,3,116.259057971014,2,0
"145",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",39,1,198,3,142.965217391304,3,0
"146",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",39,0.997214484679666,199,3,172.95652173913,4,0
"147",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",39,0.998611111111111,200,3,230.120082815735,5,0
"148",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",39,0.9875,201,3,304.957142857142,6,0
"149",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",39,0.994444444444444,202,3,374.748717948717,7,0
"150",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",39,0.978339350180505,203,3,440.164835164834,8,0
"151",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",39,0.643697478991597,208,3,952.572390572391,13,0
"152",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",39,0.641666666666667,209,3,1065.80740740741,14,0
"153",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",39,0.386111111111111,210,3,1169.07878787879,15,0
"154",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",39,0.557719054242003,211,3,1282.34415584416,16,0
"155",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",39,0.694560669456067,212,3,1467.87394957983,17,0
"156",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",39,0.944444444444444,213,3,1557.54411764706,18,0
"157",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",39,0.369230769230769,214,3,1601.23611111111,19,0
"158",2015-07-12,2015,7,12,15,8.2,11.6,NA,0,"50",4,0.997916666666667,193,1,36.2416666666667,1,1
"159",2015-07-13,2015,7,13,13.4,5.4,9.4,NA,2,"48",4,1,194,2,76.2503623188406,2,1
"160",2015-07-14,2015,7,14,16.7,8.2,12.5,NA,0,"<31",4,0.995138888888889,195,3,127.728623188406,3,1
"161",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",4,0.9875,196,3,152.226086956522,4,1
"162",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",4,0.938888888888889,197,3,196.907867494824,5,1
"163",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",4,0.848958333333333,198,3,255.562939958592,6,1
"164",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",4,0.798403193612774,202,3,566.577199477351,10,1
"165",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",4,0.951388888888889,203,3,687.58612804878,11,1
"166",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",4,0.817796610169492,204,3,794.833287139689,12,1
"167",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",4,0.931944444444444,205,3,900.76914983165,13,1
"168",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",4,0.823611111111111,206,3,995.364983164983,14,1
"169",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",4,0.620833333333333,207,3,1096.0468013468,15,1
"170",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",4,0.378531073446328,208,3,1210.59177489177,16,1
"171",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",4,0.104166666666667,209,3,1354.3525592055,17,1
"172",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",4,0.1625,210,3,1476.70483193277,18,1
"173",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",4,0.301610541727672,211,3,1574.97467320262,19,1
"174",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",53,0.998313659359191,200,2,76.2503623188406,2,0
"175",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",53,1,201,3,127.728623188406,3,0
"176",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",53,0.984722222222222,202,3,152.226086956522,4,0
"177",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",53,0.997222222222222,203,3,196.907867494824,5,0
"178",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",53,0.991655076495132,204,4,291.804606625258,6,0
"179",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",53,0.991655076495132,205,4,367.140197483675,7,0
"180",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",53,0.930555555555556,207,4,538.819144171046,9,0
"181",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",53,0.943055555555556,208,4,651.267675667827,10,0
"182",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",53,0.557719054242003,209,4,797.719461382113,11,0
"183",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",53,0.651388888888889,210,4,927.140979447381,12,0
"184",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",53,0.702777777777778,211,4,1054.69772126022,13,0
"185",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",53,0.708215297450425,212,4,1187.20873316498,14,0
"186",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",53,0.704166666666667,213,4,1316.85167939558,15,0
"187",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",53,0.881873727087576,214,4,1485.52927489177,16,0
"188",2015-08-03,2015,8,3,9.7,6.8,8.3,NA,1.8,"37",53,1,215,4,1653.44346829641,17,0
"189",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",59,1,200,1,36.2416666666667,1,1
"190",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",59,0.995138888888889,201,2,76.2503623188406,2,1
"191",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",59,0.992361111111111,202,3,127.728623188406,3,1
"192",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",59,0.995833333333333,203,3,152.226086956522,4,1
"193",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",59,0.995138888888889,204,3,196.907867494824,5,1
"194",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",59,1,205,3,255.562939958592,6,1
"195",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",59,0.661111111111111,209,3,566.577199477351,10,1
"196",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",59,0.801388888888889,210,3,687.58612804878,11,1
"197",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",59,0.538247566063978,211,3,794.833287139689,12,1
"198",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",59,0.548611111111111,212,3,900.76914983165,13,1
"199",2015-08-01,2015,8,1,8.1,6.7,7.4,NA,19.2,"59",59,0.667601683029453,213,3,995.364983164983,14,1
"200",2015-08-02,2015,8,2,10.4,6.5,8.5,NA,12.8,"52",59,0.734513274336283,214,3,1096.0468013468,15,1
"201",2015-07-18,2015,7,18,9.5,5.8,7.7,NA,1.6,"46",67,0.986509274873524,199,4,233.695652173913,4,0
"202",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",67,0.942978723404255,200,4,314.810559006211,5,0
"203",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",67,0.96889400921659,201,4,415.090476190475,6,0
"204",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",67,0.775427176566314,202,4,507.056410256409,7,0
"205",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",67,0.769444444444444,203,4,594.093406593405,8,0
"206",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",67,0.759722222222222,204,4,729.459821428571,9,0
"207",2015-07-24,2015,7,24,9.2,6,7.6,NA,0.6,"41",67,0.863494539781591,205,4,854.25838414634,10,0
"208",2015-07-25,2015,7,25,8.1,6.1,7.1,NA,6.6,"<31",67,0.917233560090703,206,3,1016.65625,11,0
"209",2015-07-26,2015,7,26,13.4,6.4,9.9,NA,NA,"<31",67,0.658303464755078,207,3,1089.11647727273,12,0
"210",2015-07-27,2015,7,27,12.9,6.2,9.6,NA,0,"<31",67,0.637068965517241,208,3,1172.06597222222,13,0
"211",2015-07-28,2015,7,28,19.6,8.5,14.1,NA,0,"<31",67,0.305054151624549,209,2,1257.65115740741,14,0
"212",2015-07-29,2015,7,29,15,8.8,11.9,NA,1.4,"<31",67,0.616666666666667,210,2,1318.12994528619,15,0
"213",2015-07-30,2015,7,30,15.9,10.1,13,NA,0.4,"56",67,0.704861111111111,211,2,1401.15591931217,16,0
"214",2015-07-31,2015,7,31,11.9,7.3,9.6,NA,5.4,"78",67,1,212,2,1545.17272603486,17,0
"215",2015-07-15,2015,7,15,14.4,6.1,10.3,NA,0,"<31",72,0.998611111111111,196,1,36.2416666666667,1,1
"216",2015-07-16,2015,7,16,9.4,4.8,7.1,NA,0,"33",72,0.998611111111111,197,2,76.2503623188406,2,1
"217",2015-07-17,2015,7,17,15.8,6.1,11,NA,NA,"<31",72,0.991811668372569,198,3,127.728623188406,3,1
"218",2015-07-19,2015,7,19,13.3,7,10.2,NA,0.2,"37",72,0.988873435326843,200,3,196.907867494824,5,1
"219",2015-07-20,2015,7,20,11.1,7.1,9.1,NA,10.6,"48",72,0.998611111111111,201,3,255.562939958592,6,1
"220",2015-07-21,2015,7,21,14.2,7.7,11,NA,2.8,"37",72,0.977464788732394,202,3,327.131501831501,7,1
"221",2015-07-22,2015,7,22,13.4,7.1,10.3,NA,0,"33",72,0.906944444444444,203,3,396.369597069596,8,1
"222",2015-07-23,2015,7,23,9.9,6.1,8,NA,0,"41",72,0.836111111111111,204,3,478.080013736263,9,1
